providerId,name,credentialsArray,activeLicensures,languages,education,experience,specialtyAreas,specialtyCategories,introAndBackground,carePhilosophy,favoriteHobbies,favoriteFoods,imageUploaded
656,Sara Kerr,"RDN, LD","OR

AZ",English,"Oregon State University, Dietetic Internship, Primary Care, 2020
Oregon State University, BS Nutrition, 2019",3 years of experience as a Registered Dietitian,"Weight Management, Mindful Eating, Pediatrics","Obesity & Weight Management, Pediatrics & Adolescents","Sara is an Oregon-based Registered Dietitian. She is passionate about preventing chronic disease, meeting patients where they’re at, and guiding them with compassion and understanding toward a healthier, sustainable lifestyle. She understands life can get in the way of our many goals, and having managed anxiety throughout her life, she has experienced the wonders a little self-compassion can do for a person.","I don’t believe in good foods or bad foods or the perfect diet, but rather finding balance. Perfection is a myth and I believe in approaching diet and nutrition with a progress-over-perfection mentality. We’re all just trying to “do life” and I just hope to offer guidance, insights, encouragement, and accountability to my patients along part of their life journey.","Crafting, building, painting, drawing, annoying my cats","Cheese, peaches, fresh dill, cashews, peanut butter cups",TRUE
725,Brianna Landis,"MS, RDN, CD","WA
AZ

",English,"Sodexo, Dietetic Internship, Clinical Nutrition, 2022
Metropolitan State University of Denver, MS, Human Nutrition and Dietetics, 2021",1.5 years of experience as a Registered Dietitian ,"Weight loss and management, corporate wellness, diabetes, and intuitive eating ","Obesity & Weight Management, Diabetes/Prediabetes/Metabolic Health","Meet Brianna, career-changer who chose to pursue nutrition after more than a decade in the corporate marketing and PR world. With a profound understanding of the challenges that arise when balancing everyday life responsibilities, Brianna is passionate about helping individuals prioritize nutrition in their busy lives. What sets her apart is her knack for discovering innovative and personalized approaches to make nutrition a seamless and enjoyable part of one's daily routine. Brianna is on a mission to empower others to embrace healthier lifestyles by showing them how to make nutrition work uniquely for them. ","I believe in a nutrition approach that's as unique as you are, one that considers your individuality, lifestyle, and overall well-being. I’m all about empowering you to make informed, sustainable choices that will transform your relationship with food and your body. Whether you're looking to improve your dietary habits, manage a specific health condition, or simply lead a healthier lifestyle, I’m here to support you every step of the way.","Hiking, kayaking, and baking!","Sourdough bread, kiwis, and Sicilian caponata!",TRUE
716,Ashley Mathis,"RD, MS ","UT
AZ

",English,"Utah State University, Masters of Dietetic Administration,  2023
Utah State University, BA, Nutrition and Dietetics, 2020",2 years experience as a Registered Dietitian,"Renal, Diabetes, Intuitive Eating, Weight management","Chronic Conditions, Diabetes/Prediabetes/Metabolic Health","Ashley Mathis is a Utah based Registered Dietitian who's journey in the field of nutrition has been shaped by a commitment to foster healthy lifestyles and empower individuals to make informed dietary choices. She has worked in a clinical setting with experience in renal, abdominal transplant, diabetes and weight loss. ","My nutrition philosophy revolves around the belief that food is not just fuel for the body; it is a powerful tool that can transform lives and promote sustainable wellness. I like to work with clients taking into account their nutrition goals and lifestyle and then working together to make a plan for diet and exercise that is maintainable and will create a positive result. I believe that all foods can fit into a healthy diet, and we'll work together to reach your goals.","Running
Hiking
Cooking 
Traveling ","Tacos, Chocolate Chip Cookies, Popcorn, Peaches, Raspberries, Sweet Potatoes",TRUE
691,Amanda Otruba,"RDN, LDN","PA
WI
IL",English,"West Chester University of Pennsylvania, 2011",11 years of experience as a Registered Dietitian in clinical and long term care settings,"Weight Managment, Mindful Eating, Medical Nutrition Therapy","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health","Amanda is a Registered Dietitian with more than 11 years of experience. She has a background in clinical nutrition, teaching individuals how to apply changes in diet to manage chronic disease states as well as techniques to achieve and maintain a healthy weight.  Amanda has a passion for helping others to improve their overall health through food and nutrition. She believes that when guided towards the right information and resources, any goal can be achieved.  Throughout her career as a dietitian, Amanda has also worked in the community providing lessons on healthy cooking on a budget and family nutrition. ","I believe that every person I meet and interaction I have is an individual experience. I don’t feel that there is one diet or approach that works best for everyone, and I don’t believe in total elimination of foods deemed as ‘bad’ or only eating ‘good’ foods. I believe that everything has its place in moderation. I strive to help guide others to understand nutrition, healthy habits, and mindful and intuitive eating. I tailor my approach to what fits the needs of who I am working with, while considering current lifestyle, diet, and exercise habits. I want to help others make sustainable changes to their lives by setting achievable goals and providing tools to help meet them!","I enjoy running, hiking, cooking, reading, and playing with my kids!","My favorite foods include macaroni and cheese, broccoli, strawberries, and peanut butter brownies",TRUE
776,Abigail Klinker,"MS, RD, LD","IN

",English,"University of Georgia, Master's in Nutritional Science/Dietetic Internship, 2023
Miami University, BS Dietetics, 2021",First year as a Registered Dietitian with two years of community nutrition counseling and two years of research specializing in food assitance and food systems. ,"Save money on food, healthy relationship with food, wellness and preventative, diabetes, chronic disease, sports nutrition","Chronic Conditions, Diabetes/Prediabetes/Metabolic Health, Sports & Performance Nutrition","Abbie is a Registered Dietitian from Indiana who is passionate about promoting all food as a part of a healthy diet. She has experience in nutrition counseling with nonprofit organizations ensuring that people of different backgrounds can receive nutritional education and programing. Abbie is actively involved in research focusing on food assistance programs and food systems to help low-income populations access the food they need while improving their health outcomes. With her background in food systems, Abbie is excited to work one-on-one to help individuals navigate the food landscape, love food, and reach their nutrition goals.","Whether you are managing your chronic illness or looking to improve your health and wellness, I want to help break down your goals into manageable steps to facilitate long-term changes for sustained outcomes. I understand that changing your habits can be difficult with many moving parts. I want to collaborate with you to find the areas we can change to get the outcomes you want. Together, we can form strategies that fit within your current lifestyle, address challenges and barriers specific to you, and help you love food and live a healthy life.","running, hiking and staying active outside, reading, traveling","ice cream, pasta, soup (all kinds), zucchini, apples",TRUE
739,Kirsten Marquez,"MS, RD, CNSC, LD/N, CDN, FAND","FL
NY
AZ
NJ",English,"Indiana University of Pennsylvania, MS, Nutrition, 2016
Pennsylvania State University, BS, NUtrition, 1996","""Over 20 years of experience as a Registerd Dietian.""","Nutrition Support, Chronic Disease, Pediatrics, Geriatrics, Oncology, Renal, Mindful Eating","Chronic Conditions, Diabetes/Prediabetes/Metabolic Health, Pediatrics & Adolescents","
""Kirsten has been fortunate throughout her 20+ years as a Dietitian to work with various patient populations throughout the continuum of care.  Most of her career has been focused on improving health outcomes in the hospital setting with a more recent expansion into the outpatient and community space.  Having worked with patients in all levels of care developed a genuine understanding of various barriers and misconceptions that exist in the healthcare driving her dedication to work with physicians, nurses, and patients to create goals are realistic, sustainable and evidence-based.” ","“I believe that the RD should provide a supportive and judgement free zone that encourages a team effort to create realistic and sustainable solutions that support a lifestyle of wellness while maintaining quality of life and a healthy relationship with food.  I look forward to collaborating with to identify changes that can help you meet your goals with a focus on what is important to you!""","Spending time with friends and family, Relaxing","Cuban Cuisine, Italian Food, Berries, Avocado ",TRUE
733,Emma Sobolewski,RD,"AZ
WI

MI
TX",English,"Wayne State University, BS, Nutrition and Dietetics, 2022",2 years experience as a Registered Dietitian,"Mindful Eating, Gut Health, GI Disorders, Intuitive Eating, Eating Disorders, Diabetes, Weight Management","Obesity & Weight Management, Diabetes/Prediabetes/Metabolic Health, GI & Digestive Health; Food Sensitivities, Pediatrics & Adolescents","Emma is a Detroit-based Registered Dietitian who has worked in the clinical sector for the past two years. She is passionate about promoting health and wellness while respecting the patients food preferences. She wants everyone to have a positive relationship with food and is here to help you cultivate a balanced, nourishing lifestyle. ","I believe that food is not just fuel; it's a source of joy, culture, and connection. My approach is rooted in evidence-based nutrition, where I focus on solutions that are sustainable for you. We will tailor a plan for your unique needs and create a path to better health that fits your lifestyle.","Travel, volleyball, cooking","Pizza, seafood, curry, ice cream",TRUE
742,Nicole Johnson,"RDN, MA","OR
WA

AZ","English, Spanish","Western Governors University, Master of Arts in Teaching, 2022
Edward Hines VA Hospital, Dietetic Internship, 1998
Central Washington University, Food Science and Nutrition, 1997",24 years experience as a Registered Dietitian,"Weight management, Corporate Wellness, Holistic Health, Sports Nutrition, Diabetes, Gut Health, Intuitive Eating, Mindful Eating","Obesity & Weight Management, GI & Digestive Health; Food Sensitivities","Nicole is a Pacific Northwest Area-based Registered Dietitian who is passionate about increasing the quality of life of clients, promoting health, and providing quality nutritional guidance to prevent disease.  Nicole utilizes technology to increase access to care and to improve health outcomes.  She has worked with clinical, community, and food programs and has over 24 years of experience in leading others to obtain and maintain a healthy nutrition status and lifestyle.  ","I believe each client is unique and has a story that builds an individualized program.  I work side by side with patients providing guidance along the way one small goal at a time. I listen and observe patterns and approach each session with compassion and a desire to understand the root issues.  We will work together to create a sustainable, enjoyable, delicious experience that will turn into a unique healthy lifestyle created for each unique individual.  My goal is for each client to feel radiant, have the energy to perform at their best, and to provide assistance in achieving continued optimal health and peak performance.","Hiking, yoga, dancing, cross-country skiing","Avocados, almonds, blueberries, nectarines, and dark chocolate",TRUE
741,Cleanne Johnson,"RD, MPH",,English,"Andrews University, Masters in public 
health, Nutrition and Wellness,  2017
Spectrum Health, Dietetic Internship 
Andrews University, Bachelor of Science in Dietetic, 2012
",10 years of Experience as a Registered Dietitian,"Weight management, Diabetes, Chronic disease","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health","Cleanne is a Registered Dietitian in New York, who is passionate about helping others make better food choices to achieve optimal health. She works with clients to customize a nutrition plan to fit them. She has worked in both the clinical and community and has ten years of experience in designing and implementing sustainable strategies to improve nutrition. She offers support, tools, and education to assist clients along their journey to achieving a healthy lifestyle and living their full potential with health and wellness.","I believe working with clients to customize a healthy nutrition plan to fit them, because everyone is different and there isn't one ideal diet. I do believe in taking a realistic approach in nutrition counseling and I work with patients to help them achieve their goals, and to develop a positive relationship with food.","Singing, podcasting, writing, sewing, cooking",NA,TRUE
754,Jennifer Patricca,"MS, RDN/LDN","FL
NC
WI
IL",English,"University of Oklahoma Health Sciences Center, Dietetic Internship, Nutrition, 2004
University of Oklahoma Health Sciences Center, MS, Nutritional Sciences, 2004
Southern Nazarene University, BS, Exercise Science, 2001
",18 years experience as a Registered Dietitian,"Weight management, Corporate Wellness, Sports Nutrition, Diabetes, Heart Disease","Obesity & Weight Management, Diabetes/Prediabetes/Metabolic Health, Sports & Performance Nutrition","Jennifer is a Tampa Bay area-based Registered Dietitian who is passionate about promoting health and wellbeing, preventing and managing disease and helping active individuals achieve their health and fitness goals. She has worked in both employee and corporate wellness and has over 18 years experience in designing and implementing strategies and programs to help people achieve their health and wellness goals. ","I believe in meeting people where they are in their wellness journey and help them set realistic goals to make sustainable changes in their eating. I take a realistic approach to nutrition counseling: taking into account your current eating habits, lifestyle and activity level. I will be your partner and work with you to develop an eating plan optimized for you and your personalized health and wellness goals. ","running, cycling, going out to eat at new restaurants, reading, traveling ","pizza, fruit, salads, cookies ",TRUE
752,Allison Alvarado,"MS, RDN","WI

AZ",English,"Eastern Michigan University, MS, Coordinated Program in Dietetics, 2022
University of Wisconsin - River Falls, BS, Biology, 2019",1 year of experience as a Registered Dietitian,"intuitive eating, mindful eating, health at every size",Obesity & Weight Management,"Allison is a Michigan-based registered dietitian who is passionate about helping others create healthful behaviors from a weight-inclusive lens. She has several years of experience  in the healthcare industry, starting as a dietetic assistant in a hospital setting and eventually becoming a Registered Dietitian. In both of these roles, Allison has worked to help patients implement healthful behaviors into their lives in ways that suit them, providing support throughout their journey.","I work with patients to create habits that work for their lifestyle and their personal goals. Wellness and nutrition are not one size fits all, and for that reason, I believe that any counseling space should be a judgment-free zone. Together, we will discuss your health history, goals, and develop a realistic plan that fits your lifestyle. If something isn't working, we will work together to readjust our plan.","reading, hiking, playing video games",pizza and sushi,TRUE
700,Jennifer Wagner,"RDN, LDN","FL
AZ


NY",English,"University of Central Arkansas, MS, Nutrition, pursuing  
Eastern Michigan University, BS, Dietetics, 2022
Evergreen State College, BA, Liberal Arts, 2007",1.5 years of experience as a Registered Dietitian Nutritionist ,"Pediatrics, Women's Health","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health, GI & Digestive Health; Food Sensitivities, Sports & Performance Nutrition, Pediatrics & Adolescents","Jennifer is a health-promoting, patient-centered Registered Dietitian Nutritionist with a passion for disease prevention and disease management through medical nutrition therapy, motivational interviewing, and evidence-based science. Jennifer is passionate about helping families build positive relationships with food and has extensive experience working with the pediatric population and their families as an outpatient dietitian in a 'Top 5' children's hospital in Florida.",I meet patients where they are at in their health journey versus encouraging fad diets or unobtainable goals. I provide compassionate care- promoting trust between provider and patient. I build long-lasting rapport with patients and provide support and positivity along the way.,"Being outdoors and enjoying nature, modern embroidery, cooking, and reading.","Anything that has Mexican, Asian, and Mediterranean flavors.",TRUE
773,Emily Villaseca,"RDN, LD","AZ
TX

",English,"Baylor University Medical Center, Dietetic Internship, Clinical Nutrition, 2013
The Ohio State University, BA, Human Nutrition, 2012",10 years as a Registered Dietitian,"Chronic Disease, Mindful Eating, Intuitive Eating, Health At Every Size","Chronic Conditions, Diabetes/Prediabetes/Metabolic Health","Emily is a Dallas-based Registered Dietitian who is passionate about helping clients build healthy habits and enjoy foods they love. She has worked in clinical settings with a focus on disease management and critical care, as well as in outpatient settings working one-on-one with clients to achieve small and sustainable, yet life-changing habits. Emily believes that healthy eating should be possible for everyone and is set on making it possible for her clients through education and simple strategies that fit their lifestyles. ","Very often I hear the phrase, ""I know what I need to be doing, I'm just not doing it."" I believe that most people already know the basics of healthy eating, but their real struggle lies in either taking action or figuring out how to access healthy options. My goal with all my clients is to address the root issues they're facing with practical and realistic plans to help them reach their goals. Together, we'll determine your goals, your struggles, and create simple habits to help you improve your health - one step at a time!","Reading, writing songs, and spending time with family.",Chicken fajitas and chocolate chips,TRUE
743,Sarah Powell,"MS, RDN, LDN","PA


AZ
NJ",English,"Immaculata University, Master of Science, Clinical Nutrition/Dietetic Internship, 2021

Immaculata University, Bachelor of Science, Nutrition and Dietetics, 2019",2.5 years of experience as a Registered Dietitian,"Nutrition Support, Chronic Disease",Chronic Conditions,"Sarah is a Philadelphia suburb-based Registered Dietitian who is passionate about promoting health and well-being, preventing disease, and utilizing technology to increase access to care and to improve health outcomes. She has worked as a clinical dietitian for a New Jersey hospital for the past 2.5 years, where she works closely with the interdisciplinary team and provides nutrition support and nutrition education to a wide range of patients and/or their families to promote optimal health outcomes. ","I do not believe that there is one ideal diet for everyone. I believe in taking a holistic approach: taking into consideration your current eating, exercise, and other lifestyle habits. I help patients change their dietary lifestyle for the long run and forget about following a “diet plan.” I work with clients to help them create attainable goals and support them in creating sustainable, positive lifestyle changes. We will work together to form a positive relationship with food while achieving your nutrition goals. I am here to help you every step of the way! ","Traveling, Hiking, Swimming at the beach, Reading",Mangoes. Omelettes. Garlic mashed potatoes. Lobster Mac and cheese. ,TRUE
767,Melanie Levine,"RDN, LDN","NC
WI

CO
AZ",English,"Priority Nutrition Care Dietetic Internship, 2020
The Ohio State University, BS, Nutrition and Dietetics, 2010",3.5 years of experience as a Registered Dietitian,"Sports Nutrition, Weight Management, Pre/Perinatal, Chronic Disease, Diabetes, Renal, Mindful Eating","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health, Sports & Performance Nutrition","Melanie is a Colorado-based Registered Dietitian who is enthusiastic about applying nutrition practices for every day health and wellness, with intent to treat and prevent occurrence of disease. She has vast knowledge of clinical nutrition and over 6 years of experience in providing community education via the WIC Program. She is passionate about fitness and internal health optimization and has worked with the United States military providing performance nutrition to meet the physical demands of their duties. Additionally, she has counseled individuals to be successful in long term healthy and sustainable weight loss. ","It is my philosophy that every individual, and every body, deserves to be nourished. My belief is there is not a ""one size fits all"" approach to nutrition and it is my ultimate goal to meet you in the middle in taking steps forward in your wellness journey. I will collaborate with you to create realistic diet objectives that take into account your personal budget, culture and ethnicity, favorite foods as well as lifestyle. Together we will develop a healthy, positive and sustainable lifelong relationship with food and nutrition.","Hiking, weightlifting, Crossfit, downhill mountain biking, snowboarding, music, and spending time with my 3 dogs","Coconut chicken curry, sushi, veggie pizza, Pho, froyo, any and all breakfast foods",TRUE
758,Monica Gatlin,"RDN, LDN","GA


AZ",English,"Georgia Public Health Dietetic Internship 2003
University of Georgia, Athen, GA, BS, Dietetics, 2003 ",20+ years of experience as a Registered Dietitian,"Chronic Disease, General Health, Prediabetes, Diabetes, Weight management, Weight loss, Healthy Aging, Cardiovascular","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health","Monica is a Registered Dietitian/Health Coach who resides in Georgia. She has experience providing health coaching and education to participants in the areas of nutrition, weight management, chronic diseases, physical activity, tobacco cessation and stress management.  She personalizes evidence-based techniques to support participants in achieving their health goals and overcoming barriers. She is committed to making a positive impact on the well-being of her participants.  Monica has a track record of delivering high quality service, improving outcomes, and building rapport with participants. In her free time, Monica loves being outdoors, near water, exploring, trying new foods and watching her boys play basketball. ","My career goal is to help support participants make healthier choices so that they can live a happier and healthy life! I will partner with you and be part of your team to support you in hitting your health goals! I create a safe, compassionate and judgment-free environment where you feel comfortable openly sharing your nutrition/health struggles and updates. I tailor recommendations to individual unique needs and circumstances. I have served a variety of participants, ages, conditions, and I am ready to support you! ","Hiking, Exploring, Traveling, Water Sports ","Tapas, Mexican, Chinese, Thai",TRUE
782,Irina Perez,"RDN, CPT, GFI","FL

OR
","English, Spanish, French","Cornell University, BS, Nutritional Sciences, 2022",1 year of experience as a Registered Dietitian,"Weight management, bariatric, Mindful Eating",Obesity & Weight Management,"Irina, a Miami-based Registered Dietitian and Cornell graduate, seamlessly blends her expertise in nutrition with a flair for delicious cooking, shaped by training at Le Cordon Bleu Paris and the Culinary Institute of America. As a certified personal trainer and group fitness instructor, she champions a holistic approach to well-being, emphasizing both nutritious choices and physical vitality. With Irina, experience a harmonious union of taste and health.","My care philosophy revolves around a personalized, holistic approach to nutrition, where I see and treat the whole person, not just a set of dietary habits. I'm a firm believer in nurturing a positive and healthy relationship with food, embracing it as both life's medicine and one of its greatest joys. To me, movement is more than just exercise; it's a rejuvenating force for the mind, body, and soul. I don't advocate for fleeting diets; instead, I focus on making subtle shifts in your eating patterns to better align with your goals. I'm passionate about showing that healthy food doesn't have to be a luxury—it can be accessible, affordable, and above all, delicious.","cooking, dancing, sports, creative direction","sushi, pasta",TRUE
780,Sophie Podeswik,"RDN, CDN","NY
AZ",English,"University of California, Davis, Dietetic Internship, Clinical Nutrition, 2018-2019
California State University, Chico, BS, Nutrition and Food Science, General Dietetics, 2013-2018",4 years experience as a Registered Dietitian,"Renal/Kidney Nutrition, Weight Management, Mindful Eating, Diabetic Nutrition ",Chronic Conditions,"Sophie is a San Diego-born Registered Dietitian who moved to New York City in 2021. She is passionate about all things kidney disease and diabetes related, as well as the overall promotion of health and wellness. She has worked extensively in hospitals and dialysis clinics to provide evidence-based nutrition education and guidance to patients from all backgrounds. ","First and foremost I believe nutrition is an individualized practice. Each and everyone of my patients come from different backgrounds and, therefore, it is not a ""one diet fits all"" mentality. With this in mind, I aim to work with my patients on their terms and to determine ways to promote reasonable change and attainable goals for healthy living or nutrition management. After all, life is about balance and enjoyment - and food is a crucial component in that equation! By working together we can find ways to incorporate delicious foods while still meeting your goals! ","Reading, yoga, swimming, cooking, traveling. ",Thai or Mexican food; anything spicy!,TRUE
763,Sasha Bates,RD,"

AZ",English,"Mid-Willamette Valley Dietetic Internship Program, Salem, OR
Bachelor of Science (BS) in Dietetics, Brigham Young University, Provo, UT",22 years as a Registered Dietitian,"Weight Management, Corporate Wellness, Diabetes, Chronic Disease, Geriatrics, Renal, Gut Health, Mindful Eating, HTN and Heart Disease.","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health, GI & Digestive Health; Food Sensitivities","Sasha is a registered dietitian based in Arizona with a passion for educating others on health and wellness. With many years of experience in both clinical and outpatient settings, she is dedicated to promoting healthy lifestyles and supporting clients in establishing and accomplishing realistic health goals. Sasha finds great fulfillment in motivating clients to make meaningful improvements in their overall well-being through evidence-based nutrition guidance and compassionate counseling. Her expertise and enthusiasm for her work make Sasha an invaluable resource for anyone looking to improve their health through lifestyle changes.","As a health and wellness professional, I find great fulfillment in empowering clients to achieve their personalized goals and adopt lasting lifestyle changes. I believe that with the proper support and guidance, each individual has the ability to make improvements to their health and well being. My approach is to meet clients where they are most comfortable and collaborate to establish realistic, sustainable goals tailored to their needs and circumstances. A core part of my practice is educating clients on utilizing functional foods and nutrients to support overall health. With my enthusiasm, compassion and clinical expertise, I aim to change perspectives on nutrition and foster lasting change. 
","I love to swim, run, hike and bike.  I love spending time outdoors with my family and listening to audio books.",I love a variety of  foods!,TRUE
779,Maggie Aznavour,"MS, RDN, RD","TX
OR

AZ","English, Armenian","1. Texas Woman's University: Master's degree in Nutrition emphasis in Dietetics, 2023
2. Texas Woman's University: dietetic internship, 2022 
3. Texas Woman's University: Bachelor's degree in Nutrition emphasis in Dietetics, 2021 
4. University of Texas at Dallas: Bachelor's degree in Psychology, 2017 
",,"Mindful eating, Intuitive eating, pediatrics, weight management, GI ","Obesity & Weight Management, GI & Digestive Health; Food Sensitivities","Maggie Aznavour is a current Registered Dietitian Nutritionist. She is deeply passionate about promoting health and wellbeing, preventing disease and leveraging technology to increase patient access to care. Her journey in the field of dietetics began with the completion of her Dietetic Internship and Master’s degree in Nutrition. This academic and professional foundation equipped her with a deep understanding of the science behind food and nutrition. Maggie is dedicated to designing and implementing sustainable strategies and programs to improve nutrition, translate emerging research into practice and bridging the gap between patients and healthcare. Her work is driven by the pursuit of a healthier world, where technology plays a vital role in ensuring that quality care and evidence-based nutrition guidance are accessible to all. ","Maggie understands that each patient is unique and will therefore require an individualized approach to treatment. She strives to create an environment where patients feel heard and supported and will help them set realistic goals and provide positive reinforcement to continue making progress. She incorporates evidence-based strategies including CBT and motivational interviewing to help patients make a positive change in their daily lives. She focuses on ensuring patients will make sustainable changes by taking into account their current lifestyle and routines. She does not believe in labeling foods as good or bad, but works to provide a realistic approach to nutrition counseling and developing a positive relationship with food. ","volleyball, hiking, traveling, trying new foods (:","Sushi, Mediterranean food, Thai food! ",TRUE
795,Reem Jazrawi,RD,"
CA
AZ","English, Arabic","Aramark Dietetic Internship, Clinical Dietetics Concentration, 2021
San Diego State University, California, BS, Foods and Nutrition, 2019",1 Year Experience as a Dietetic Intern ,"Weigh management, Chronic Disease, Health and Wellness ","Obesity & Weight Management, Chronic Conditions","Reem is Southern California based Registered Dietitian who is passionate about promoting healthy eating, preventative medicine, chronic disease management and promoting healthy eating habits by making healthier choices to improve health outcomes. She has a one year experience as a dietetic intern where she assisted patients and assessed individuals' dietary needs, considering various factors such as age, gender, and health conditions.","I believe that people's response to food is highly individualized; therefore, there is no specific diet that works for everyone. I help patients make healthy habits that are tailored to their own goals and that are sustainable. I also believe in setting activable outcomes, considering the patients' abilities and food preferences, to create sustainable changes and to promote positive relationship with food.    ","Drawing, Reading, crocheting.","Sushi, Pastas, Middle Eastern Food. ",TRUE
801,Resham Rewri,RD,"AZ
OR
","English, Hindi","A and M , Prairie View",3-4 years ,Overall Medical  Nutrition therapy in different health conditions including the above,"Obesity & Weight Management, GI & Digestive Health; Food Sensitivities",Resham is a Registered Dietitian who has worked in the outpatient setting and in areas of senior care in their homes . she is very passionate about bringing about positive health outcomes in individuals and in improving their quality  of life by getting to the root of the problem,"I believe in asking open ended questions and putting myself in the patient's shoes. I approach them with care, compassion, empathy and apply motivational interviewing in bringing about gradual positive behavior changes.","cooking , reading , exercising ",Asian,TRUE
796,Quincy Swanson,"RDN, LD","KS
OR",English,"Morrison Healthcare, Dietetic Internship, 2020
Kansas State University, Manhattan, KS, Dietetics, 2019",3 years of experience as a Registered Dietitian,"Weight management, Weight loss, Weight gain, Diabetes, Chronic Disease, Geriatrics, Longevity, General wellness, Healthy Aging","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health","Quincy is a Kansas City based Registered Dietitian who is a strong believer in putting good in to get good out. She has extensive experience in a clinical setting working with older adults managing chronic diseases through lifestyle and diet interventions. Stress management, sleep optimization, diet strategy and physical activity are the building blocks of Quincy's approach to overall wellbeing. Being your biggest supporter and personal nutrition expert is her top priority and she is excited to guide you down a path that will lead you to your healthiest and best self yet! "," I believe that health and nutrition should be a whole person approach, not focusing on one particular area but rather ones entire lifestyle. Each and every person on this planet is unique, which is how I approach each of my clients. There is no such thing as one size fits all when it comes to nutrition, and navigating your health journey should be looked at no differently. Individualizing your unique health and nutrition plan is my priority. Together we will set and accomplish goals, regain confidence, and create an exciting relationship with health and food. ","I am a passionate gardener who loves to experiment with the farm to table lifestyle as well as take care of my 10 chickens. I love to read, mainly about nutrition, faith, and business. You will always find me traveling to different parts of the country, exploring, hiking, hammocking and enjoying the outdoors. Of course I am obsessed with all things food and love trying new recipes, finding new restaurants and experimenting in the kitchen. ","Pasta dishes, tacos, colorful salads, smoothies, sushi and smoked salmon are a few of my many favorite foods.",TRUE
815,Andrea Jones,"MS, RDN, LDN","
AL
MD
FL
GA",English,"- Auburn University, Master of Science, Clinical Nutrition, 2008
- University of Alabama at Birmingham, Dietetic Internship, 2005
- Auburn University, Bachelor of Science, Nutrition and Food Science, 2004",18 years of experience as a Registered Dietitian,"Weight Management, Corporate Wellness, Heart Health, Disordered Eating, General Wellness, Mindful Eating, Intuitive Eating","Obesity & Weight Management, Chronic Conditions","Andrea Jones has been working as a Registered Dietitian for over 18 years. She has experience in a variety of clinical settings, but her passion is helping others with weight management. 
Andrea is Registered by the Commission on Dietetic Registration, and currently holds active Dietetic Licenses is the states of Alabama, Florida, Georgia, and Maryland. She earned a Master of Science Degree in Clinical Nutrition and a Bachelor of Science Degree in Nutrition and Food Science from Auburn University in Auburn, Alabama. Andrea also completed a Dietetic Internship at the University of Alabama at Birmingham (UAB) in Birmingham, Alabama.
Throughout her career, she has received rave reviews, awards, and acknowledgements from clients and  professional organizations. While in graduate school at Auburn University, Andrea had her graduate research, titled “Success of women in a worksite weight loss program: Does being part of a group help?”, published in Eating Behaviors Volume 10 (2009) 128-130. Andrea has been the recipient of the Auburn University President’s Award for her academic excellence and overall contribution to the university. Andrea is also celebrated for creating a weight loss program that was adopted by the Alabama Hospital Association and renamed “Scale Back Alabama”.","I believe in sustainable weight loss and nutrition change, in a judgment-free zone, where clients are unafraid to be honest and open. With me as your Dietitian, you will get the clinical expertise you want and the support, motivation, and understanding you need to make a lasting change.
I possess an innate ability to simplify the process of weight loss and dietary change in a way that clients can easily wrap their heads around, making the task much less overwhelming. 
My goal, throughout the process, is to focus on each unique client and individualize my approach accordingly. It is my belief that, without focus on a client's values, lifestyle, personality, and learning style, nutrition counseling would not be completely effective or meaningful.  
",Home projects and shopping,Hamburgers and Cupcakes,TRUE
808,Samantha Simon,"MS, RDN, CDN",NY,English,"Stony Brook University, MS, Advanced Nutrition Therapy & Critical Care, 2022
Northwell Health, Dietetic Internship, 2021
University of Delaware, BS, Nutrition & Dietetics, 2020",2 years of experience as a Registered Dietitian,"Cardiovascular Health, Gastrointestinal Health, Renal Disease, Diabetes, Transplant, Oncology, Maternity, Weight Management, Mindful Eating, Intuitive Eating, Sports Nutrition","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health, GI & Digestive Health; Food Sensitivities, Sports & Performance Nutrition","Samantha is a New York-based Registered Dietitian who is passionate about preventing chronic diseases, helping patients achieve positive outcomes, and promoting a healthy lifestyle through nutrition. She works at the largest university hospital on Long Island alongside leading practitioners providing nutritional intervention that address a wide array of medical conditions. Samantha has experience helping patients navigate the often complex nutritional requirements associated with many health issues and weight management.","I believe food, nutrition, and weight management play a critical role in the prevention and treatment of diseases. Through an individualized approach, I will work with patients to achieve their desired outcomes. Together we will set small, obtainable goals that facilitate life-long improvements.","Skiing, Fitness Classes, Traveling ","Tacos, Mediterranean, Ice Cream  ",TRUE
